epoch,io_u_2,io_u_3,loss,lr,sparse_categorical_accuracy,val_io_u_2,val_io_u_3,val_loss,val_sparse_categorical_accuracy
10,0.8105409145355225,0.41543257236480713,0.25527387857437134,1e-04,0.9122936725616455,0.8310499787330627,0.4391702711582184,0.2261093109846115,0.9195803999900818
11,0.857986330986023,0.45622119307518005,0.2040691077709198,1e-04,0.9309238195419312,0.8557580709457397,0.4625166654586792,0.2071942687034607,0.9303365349769592
12,0.8758615255355835,0.47511526942253113,0.1848679929971695,1e-04,0.9379552006721497,0.8739874958992004,0.4410025179386139,0.181950181722641,0.9367019534111023
13,0.8838681578636169,0.48534053564071655,0.17457427084445953,1e-04,0.941127598285675,0.8816747069358826,0.48549124598503113,0.17063307762145996,0.9408149719238281
14,0.8943656086921692,0.495938777923584,0.16509555280208588,1e-04,0.9451702833175659,0.8732529878616333,0.49775055050849915,0.17517632246017456,0.9391488432884216
15,0.9047789573669434,0.504702627658844,0.15213258564472198,1e-04,0.9491339325904846,0.8975706696510315,0.5004221796989441,0.15421931445598602,0.9469900131225586
16,0.9149467349052429,0.5151581764221191,0.1415860652923584,1e-04,0.9529599547386169,0.9057230353355408,0.5017431378364563,0.14499862492084503,0.9502337574958801
17,0.9168141484260559,0.5178092122077942,0.13876688480377197,1e-04,0.953743040561676,0.89512038230896,0.5201713442802429,0.15350408852100372,0.9468852877616882
18,0.9244924187660217,0.5274113416671753,0.12916439771652222,1e-04,0.9567310214042664,0.893964409828186,0.5141661167144775,0.15845069289207458,0.946601152420044
19,0.9316069483757019,0.5342822074890137,0.12046605348587036,1e-04,0.9594210386276245,0.9078286290168762,0.5140860676765442,0.14407210052013397,0.9507232904434204
20,0.933891236782074,0.5341312289237976,0.11936316639184952,1e-04,0.9601512551307678,0.8830199837684631,0.5182918310165405,0.1690683662891388,0.9419098496437073
21,0.9369462728500366,0.5417814254760742,0.1157667487859726,1e-04,0.9614920020103455,0.9080196619033813,0.5230051279067993,0.1435697227716446,0.9513587951660156
22,0.9407042264938354,0.5478206276893616,0.10876365751028061,1e-04,0.9630597829818726,0.9048647880554199,0.5095389485359192,0.1451251059770584,0.9497635960578918
23,0.9451228976249695,0.5520561337471008,0.10478651523590088,1e-04,0.964652955532074,0.9092735648155212,0.5008584856987,0.14801862835884094,0.9513528943061829
24,0.9441625475883484,0.5535367727279663,0.10375947505235672,1e-04,0.9645043611526489,0.9094843864440918,0.5340145826339722,0.14531084895133972,0.9524399042129517
25,0.9597259163856506,0.5745670795440674,0.08646043390035629,1e-05,0.9704141020774841,0.924515962600708,0.5474560856819153,0.12845772504806519,0.9579699039459229
26,0.9645049571990967,0.5810760259628296,0.080817312002182,1e-05,0.9722800850868225,0.9256360530853271,0.5522320866584778,0.12695778906345367,0.9586001038551331
27,0.9667390584945679,0.582724392414093,0.0782388374209404,1e-05,0.97310870885849,0.9265519976615906,0.5501686334609985,0.12765443325042725,0.9588355422019958
28,0.9678875803947449,0.5855029225349426,0.07604926079511642,1e-05,0.973578929901123,0.9274450540542603,0.5571666359901428,0.12817049026489258,0.9592787027359009
29,0.9695566296577454,0.5890820026397705,0.07389332354068756,1e-05,0.9742928147315979,0.926996111869812,0.5571892261505127,0.130718395113945,0.9591429233551025
30,0.9718493223190308,0.5919309854507446,0.07152039557695389,1e-06,0.9751062989234924,0.927588939666748,0.5526317954063416,0.13081815838813782,0.9592595100402832
31,0.9724970459938049,0.592001736164093,0.07084512710571289,1e-06,0.9753590822219849,0.9276099801063538,0.5531560778617859,0.131135031580925,0.9592703580856323
32,0.9722242951393127,0.5924935340881348,0.07054673880338669,1e-06,0.9752615690231323,0.9280290603637695,0.553490936756134,0.13096041977405548,0.9593811631202698
33,0.9725141525268555,0.5938748717308044,0.07007406651973724,1e-07,0.9754390120506287,0.9279037117958069,0.5554692149162292,0.13064704835414886,0.9593977332115173
34,0.9726176857948303,0.5912389755249023,0.07054963707923889,1e-07,0.9753270745277405,0.9276885390281677,0.5551320314407349,0.13151709735393524,0.9593258500099182
35,0.972531795501709,0.5931842923164368,0.07045336812734604,1e-07,0.9754077792167664,0.9277951121330261,0.5534926056861877,0.1312168538570404,0.9593396186828613
36,0.9728986620903015,0.5917055606842041,0.07050937414169312,1e-08,0.9754766225814819,0.9277757406234741,0.5539182424545288,0.13085691630840302,0.9593366980552673
