epoch,io_u_2,io_u_3,loss,lr,sparse_categorical_accuracy,val_io_u_2,val_io_u_3,val_loss,val_sparse_categorical_accuracy
10,0.829468309879303,0.4141055643558502,0.2450733631849289,1e-04,0.919072151184082,0.8589964509010315,0.4361543357372284,0.20865660905838013,0.9301871657371521
11,0.8768478631973267,0.4558277130126953,0.19607776403427124,1e-04,0.9376208782196045,0.8628107309341431,0.4577237367630005,0.20086486637592316,0.9336721897125244
12,0.88361656665802,0.464560866355896,0.18788759410381317,1e-04,0.9402477741241455,0.8828043341636658,0.4118354618549347,0.17846287786960602,0.9389474391937256
13,0.8999311923980713,0.4804498851299286,0.1700701117515564,1e-04,0.9464552402496338,0.8978568315505981,0.4801901876926422,0.161460280418396,0.9461426734924316
14,0.9052400588989258,0.48677143454551697,0.16526958346366882,1e-04,0.948495626449585,0.8889780044555664,0.47039422392845154,0.17185626924037933,0.9431470036506653
15,0.9125149846076965,0.4943954646587372,0.1560632884502411,1e-04,0.9513996839523315,0.8966747522354126,0.492714524269104,0.16025641560554504,0.9465531706809998
16,0.9210832715034485,0.503986656665802,0.14400248229503632,1e-04,0.9546520113945007,0.9029735326766968,0.49750053882598877,0.15193761885166168,0.9487091898918152
17,0.9197553992271423,0.5034769177436829,0.14702419936656952,1e-04,0.9541064500808716,0.9089086055755615,0.502533495426178,0.14438708126544952,0.950728178024292
18,0.9361187219619751,0.5185489654541016,0.12767189741134644,1e-04,0.9602300524711609,0.9074431657791138,0.5156177878379822,0.14755071699619293,0.950326681137085
19,0.9355675578117371,0.5200235843658447,0.1265382617712021,1e-04,0.9601232409477234,0.9029278755187988,0.4910190999507904,0.1534828245639801,0.9479968547821045
20,0.93870609998703,0.522663950920105,0.12368781864643097,1e-04,0.9612656831741333,0.9084751009941101,0.5188795924186707,0.14524835348129272,0.9512255787849426
21,0.9564650654792786,0.5472413301467896,0.1030571311712265,1e-05,0.9681122303009033,0.9277833104133606,0.5266700387001038,0.12520819902420044,0.9581220746040344
22,0.9610258340835571,0.5520983934402466,0.09685713797807693,1e-05,0.9698725342750549,0.9305168390274048,0.5281777381896973,0.12310788035392761,0.95913165807724
23,0.9641538262367249,0.5549611449241638,0.09470966458320618,1e-05,0.9709940552711487,0.9302036762237549,0.5297701358795166,0.12281160801649094,0.9590871334075928
24,0.965548574924469,0.5585864186286926,0.09155499935150146,1e-05,0.9716684222221375,0.9308760762214661,0.5284230709075928,0.12411868572235107,0.9592669606208801
25,0.9677137136459351,0.5617328882217407,0.08967394381761551,1e-05,0.9724273681640625,0.9327620267868042,0.5314586162567139,0.12269770354032516,0.9599304795265198
26,0.9689242243766785,0.5637666583061218,0.08842680603265762,1e-05,0.9729495644569397,0.9310976266860962,0.5321084856987,0.12412571161985397,0.9595713019371033
27,0.9705128073692322,0.5652873516082764,0.08583125472068787,1e-05,0.9735657572746277,0.9318878054618835,0.5353453159332275,0.12477743625640869,0.9597928524017334
28,0.9710834622383118,0.5673270225524902,0.08496452122926712,1e-05,0.9738149046897888,0.9315879940986633,0.5394347906112671,0.12413691729307175,0.9598842263221741
29,0.9734306335449219,0.5708602070808411,0.08181080222129822,1e-06,0.9747222661972046,0.9323161244392395,0.5367702841758728,0.12439320981502533,0.9600443243980408
30,0.9735257625579834,0.5713055729866028,0.08212035894393921,1e-06,0.974708616733551,0.9326724410057068,0.5378614664077759,0.12410719692707062,0.9602015614509583
31,0.9743213653564453,0.571379542350769,0.08095955103635788,1e-06,0.9750300049781799,0.9326506853103638,0.5372003316879272,0.12474457174539566,0.9601637721061707
32,0.9744390249252319,0.5720934867858887,0.08041746914386749,1e-07,0.9750492572784424,0.9326373338699341,0.5356233716011047,0.12498416751623154,0.9601215720176697
33,0.9742962121963501,0.57221519947052,0.08062385767698288,1e-07,0.9750686883926392,0.932898998260498,0.5358138084411621,0.12435019016265869,0.9602270126342773
34,0.9745938181877136,0.5703384280204773,0.08059165626764297,1e-07,0.9750511646270752,0.9326977729797363,0.5381035208702087,0.12467605620622635,0.9602038860321045
35,0.9743788242340088,0.5721789002418518,0.08036931604146957,1e-08,0.9750765562057495,0.9326984286308289,0.5359841585159302,0.1246277242898941,0.9601570963859558
